Device_1,Device_2,Device_3,Device_4,Device_5,Device_6,Device_7,Device_8,Device_9,Device_10
55.15,0.0,80.97,52.89,0.0,103.05,101.87,117.97,0.0,136.84
45.1,0.0,46.72,78.82,0.0,94.31,29.79,99.74,0.0,224.25
53.03,0.0,62.46,116.89,0.0,93.6,135.88,99.15,0.0,149.75
74.53,0.0,80.09,78.44,0.0,106.8,122.42,119.5,0.0,166.79
31.26,0.0,94.7,97.79,0.0,99.15,131.92,50.68,0.0,124.52
49.32,0.0,69.79,54.9,0.0,95.03,76.97,108.97,0.0,124.15
50.57,0.0,67.98,56.28,0.0,100.92,108.78,126.69,0.0,223.58
50.04,0.0,40.46,78.7,0.0,91.75,58.2,93.95,0.0,82.46
49.35,0.0,91.98,115.83,0.0,92.54,80.67,130.51,0.0,112.31
52.34,0.0,89.26,85.37,0.0,102.81,100.3,131.48,0.0,174.03
38.61,0.0,67.83,51.47,0.0,98.62,75.17,131.63,0.0,117.26
49.9,0.0,63.42,64.68,0.0,100.83,110.32,103.32,0.0,135.87
44.79,0.0,66.43,93.55,0.0,97.33,110.64,128.59,0.0,166.53
39.11,0.0,66.56,89.22,0.0,101.03,126.01,66.41,0.0,146.86
46.54,0.0,51.79,101.34,0.0,109.5,94.09,134.74,0.0,66.27
31.55,0.0,68.48,61.73,0.0,108.87,55.71,188.5,0.0,118.2
24.01,0.0,102.03,92.27,0.0,100.29,141.99,111.03,0.0,128.58
51.98,0.0,127.65,108.53,0.0,108.68,109.4,94.72,0.0,202.29
45.16,0.0,70.57,61.2,0.0,112.91,85.72,177.32,0.0,106.48
52.07,0.0,41.16,100.92,0.0,101.61,90.75,92.42,0.0,141.89
57.55,0.0,48.87,69.66,0.0,98.11,103.26,131.34,0.0,195.46
63.59,0.0,76.37,70.42,0.0,98.45,118.18,151.65,0.0,107.46
56.96,0.0,55.67,77.01,0.0,104.09,109.48,145.05,0.0,42.5
56.82,0.0,57.01,85.33,0.0,104.77,77.86,22.07,0.0,140.32
49.89,0.0,51.7,102.31,0.0,104.88,116.75,75.43,0.0,124.04
63.45,0.0,72.0,109.99,0.0,110.01,111.41,153.87,0.0,112.42
41.69,0.0,82.42,125.35,0.0,108.58,108.67,152.4,0.0,163.26
45.92,0.0,66.44,66.71,0.0,100.35,131.91,162.1,0.0,140.73
36.69,0.0,93.54,98.07,0.0,98.07,119.98,71.56,0.0,80.38
53.53,0.0,42.13,90.99,0.0,96.81,104.99,145.03,0.0,152.75
44.62,0.0,98.43,69.28,0.0,99.84,107.3,110.11,0.0,149.29
53.93,0.0,80.74,112.43,0.0,101.51,104.36,160.16,0.0,168.74
52.87,0.0,79.09,93.47,0.0,102.39,75.46,129.62,0.0,127.41
70.43,0.0,78.1,70.2,0.0,101.61,99.15,0.0,0.0,213.06
40.81,0.0,77.96,89.5,0.0,103.25,60.25,93.56,0.0,53.95
51.15,0.0,70.98,74.58,0.0,95.45,104.31,182.94,0.0,91.7
48.63,0.0,87.24,47.96,0.0,96.15,48.47,141.53,0.0,174.86
0.0,0.0,46.09,66.1,0.0,107.01,153.17,112.3,0.0,128.14
47.38,0.0,95.08,63.23,0.0,95.17,99.2,129.6,0.0,147.12
37.14,0.0,29.23,108.77,0.0,99.5,89.03,154.17,0.0,127.73
33.45,0.0,69.48,100.36,0.0,107.68,69.53,108.39,0.0,150.78
50.37,0.0,42.11,81.57,0.0,93.6,77.31,131.06,0.0,141.72
62.7,0.0,104.99,106.96,0.0,99.1,47.88,76.85,0.0,95.8
48.57,0.0,63.55,72.26,0.0,98.31,131.34,145.86,0.0,151.84
0.0,0.0,68.17,109.02,0.0,95.65,111.13,0.0,0.0,191.09
49.28,0.0,40.47,78.87,0.0,102.47,90.79,137.82,0.0,99.31
42.58,0.0,68.57,103.17,0.0,100.51,122.18,136.26,0.0,157.23
62.26,0.0,60.29,82.75,0.0,95.32,129.41,114.34,0.0,137.08
27.95,0.0,63.68,107.49,0.0,107.29,165.51,107.2,0.0,79.0
44.69,0.0,47.96,82.18,0.0,94.07,59.45,87.24,0.0,174.66
51.68,0.0,40.36,64.94,0.0,101.86,70.8,63.07,0.0,101.25
40.31,0.0,79.03,82.01,0.0,102.71,142.0,60.08,0.0,176.24
53.1,0.0,43.04,109.26,0.0,93.19,139.84,155.07,0.0,100.48
59.4,0.0,38.06,110.98,0.0,88.79,91.07,84.69,0.0,107.1
48.37,0.0,78.43,81.06,0.0,92.62,117.44,100.33,0.0,9.32
46.79,0.0,44.36,73.35,0.0,103.95,91.94,0.0,0.0,144.27
45.97,0.0,62.14,80.63,0.0,86.2,46.18,136.51,0.0,162.12
43.36,0.0,66.84,89.13,0.0,102.02,95.82,95.19,0.0,170.18
48.84,0.0,82.63,95.96,0.0,96.59,150.16,0.0,0.0,122.71
45.84,0.0,44.1,75.09,0.0,109.84,99.14,118.75,0.0,138.39
0.0,0.0,66.52,94.94,0.0,103.31,122.42,124.39,0.0,113.34
76.12,0.0,49.78,85.23,0.0,94.64,127.4,132.57,0.0,184.29
41.83,0.0,95.62,112.63,0.0,101.02,112.83,144.27,0.0,76.87
0.0,0.0,83.67,75.45,0.0,100.35,100.37,141.54,0.0,196.65
51.35,0.0,83.23,59.98,0.0,101.06,112.67,139.21,0.0,230.11
70.15,0.0,104.31,98.82,0.0,93.2,144.24,96.63,0.0,125.98
40.16,0.0,57.69,48.88,0.0,96.75,40.14,166.28,0.0,51.75
0.0,0.0,101.69,120.42,0.0,103.51,49.46,72.97,0.0,170.07
42.9,0.0,85.09,115.32,0.0,96.19,87.92,107.33,0.0,64.77
52.52,0.0,102.61,55.3,0.0,101.35,123.08,141.2,0.0,117.23
60.1,0.0,72.6,83.65,0.0,102.69,98.19,68.76,0.0,125.25
42.53,0.0,15.57,70.33,0.0,102.24,80.22,113.21,0.0,204.38
47.73,0.0,76.8,101.55,0.0,107.15,125.36,166.82,0.0,90.72
58.42,0.0,53.67,55.69,0.0,98.56,78.34,166.07,0.0,151.12
0.0,0.0,72.93,73.09,0.0,101.13,110.53,110.06,0.0,137.95
50.57,0.0,44.19,107.76,0.0,89.91,44.57,126.04,0.0,126.48
42.09,0.0,61.8,59.55,0.0,105.93,123.87,83.04,0.0,165.52
65.12,0.0,103.31,68.76,0.0,99.78,102.38,100.78,0.0,142.99
45.71,0.0,65.76,84.28,0.0,107.09,87.21,109.52,0.0,292.9
0.0,0.0,54.48,65.54,0.0,105.75,108.26,82.51,0.0,148.68
47.01,0.0,61.55,97.96,0.0,109.51,56.16,123.3,0.0,125.01
59.71,0.0,83.13,60.32,0.0,94.92,140.81,123.83,0.0,142.16
0.0,0.0,75.32,84.69,0.0,107.35,73.04,35.93,0.0,167.81
48.15,0.0,69.92,55.37,0.0,98.25,98.93,94.0,0.0,187.37
0.0,0.0,49.74,103.49,0.0,109.79,128.72,152.78,0.0,44.1
55.07,0.0,65.3,46.29,0.0,108.55,115.18,114.72,0.0,144.62
51.96,0.0,88.52,112.57,0.0,104.26,23.46,0.0,0.0,179.53
57.85,0.0,76.64,94.97,0.0,96.87,117.86,110.35,0.0,142.74
60.99,0.0,76.51,89.82,0.0,108.38,138.47,106.63,0.0,162.0
43.62,0.0,17.26,54.56,0.0,103.57,98.65,115.41,0.0,170.13
47.74,0.0,75.35,99.63,0.0,97.97,102.42,86.6,0.0,155.57
49.48,0.0,66.12,68.93,0.0,103.15,142.82,87.13,0.0,119.65
0.0,0.0,97.14,110.17,0.0,99.62,141.2,146.97,0.0,73.39
27.54,0.0,36.17,111.13,0.0,103.08,96.38,207.98,0.0,142.14
42.01,0.0,81.55,85.65,0.0,97.31,154.71,54.98,0.0,91.54
41.91,0.0,88.0,109.32,0.0,98.39,120.58,151.0,0.0,153.18
52.4,0.0,43.19,70.64,0.0,102.41,147.88,82.87,0.0,151.5
54.38,0.0,84.69,77.47,0.0,98.23,83.99,148.55,0.0,120.87
0.0,0.0,100.12,98.43,0.0,98.73,100.0,144.79,0.0,54.88
52.77,0.0,66.64,85.73,0.0,103.38,98.81,111.31,0.0,130.55
40.88,0.0,94.28,66.26,0.0,97.23,116.08,106.25,0.0,136.2
35.36,0.0,37.02,90.07,0.0,105.38,100.02,0.0,0.0,104.37
58.01,0.0,83.83,123.38,0.0,93.42,71.09,104.93,0.0,118.95
35.22,0.0,64.86,101.17,0.0,95.27,138.97,145.77,0.0,121.0
0.0,0.0,66.02,120.61,0.0,87.73,105.86,180.46,0.0,197.64
52.92,0.0,75.0,85.42,0.0,99.74,131.31,142.17,0.0,126.42
51.15,0.0,94.9,81.1,0.0,105.22,136.76,145.86,0.0,131.9
53.89,0.0,76.97,77.14,0.0,97.5,80.09,117.82,0.0,43.83
0.0,0.0,64.82,27.11,0.0,98.45,67.31,132.3,0.0,66.2
57.22,0.0,84.23,46.33,0.0,108.75,134.49,158.4,0.0,164.23
48.67,0.0,69.56,88.54,0.0,101.49,133.33,103.41,0.0,72.79
41.62,0.0,81.4,105.92,0.0,95.86,115.91,126.91,0.0,205.04
54.44,0.0,51.08,78.88,0.0,92.08,70.48,117.94,0.0,159.48
0.0,0.0,83.41,83.84,0.0,98.31,92.47,85.06,0.0,121.59
38.84,0.0,66.47,77.05,0.0,109.96,184.02,51.75,0.0,198.22
47.72,0.0,96.27,82.36,0.0,105.39,94.5,141.56,0.0,104.24
63.32,0.0,66.58,72.9,0.0,100.18,130.42,149.45,0.0,193.42
45.08,0.0,64.16,57.73,0.0,99.76,75.55,123.56,0.0,209.18
63.59,0.0,89.78,106.04,0.0,102.33,78.79,141.25,0.0,101.39
60.85,0.0,82.63,71.31,0.0,86.88,162.37,124.18,0.0,106.14
0.0,0.0,56.77,124.3,0.0,104.98,59.46,69.8,0.0,78.04
48.27,0.0,88.59,62.56,0.0,100.38,78.13,0.0,0.0,116.73
0.0,0.0,75.02,63.67,0.0,101.75,107.73,97.76,0.0,163.7
42.23,0.0,80.83,86.77,0.0,102.29,128.15,28.63,0.0,164.75
57.61,0.0,75.91,91.45,0.0,99.5,153.8,0.0,0.0,152.09
64.02,0.0,87.61,92.68,0.0,98.04,164.71,0.0,0.0,191.03
62.32,0.0,68.54,86.41,0.0,108.69,112.76,108.88,0.0,146.78
60.01,0.0,104.55,105.96,0.0,95.72,120.07,154.46,0.0,186.36
40.22,0.0,76.29,27.05,0.0,100.5,92.2,121.95,0.0,114.76
56.78,0.0,93.21,83.44,0.0,89.35,98.81,134.21,0.0,163.02
49.31,0.0,92.0,80.52,0.0,93.42,107.53,88.94,0.0,131.28
39.43,0.0,39.91,104.87,0.0,104.16,129.96,143.5,0.0,129.57
48.6,0.0,38.27,79.04,0.0,100.3,138.42,155.11,0.0,109.59
35.67,0.0,70.74,85.9,0.0,99.32,113.23,132.6,0.0,167.66
48.21,0.0,96.43,37.97,0.0,98.3,106.45,153.77,0.0,175.33
48.77,0.0,71.49,91.77,0.0,97.35,60.59,120.82,0.0,77.51
55.38,0.0,89.81,126.22,0.0,101.4,142.7,194.7,0.0,125.94
60.65,0.0,73.0,108.41,0.0,103.55,88.53,13.79,0.0,131.25
35.99,0.0,88.48,96.99,0.0,99.58,127.58,122.19,0.0,200.75
36.72,0.0,41.88,121.08,0.0,103.01,85.85,181.39,0.0,164.1
29.54,0.0,44.61,88.33,0.0,99.4,56.02,176.94,0.0,110.99
58.39,0.0,45.37,92.12,0.0,93.31,92.42,130.7,0.0,124.91
43.13,0.0,48.42,74.07,0.0,98.18,145.86,107.84,0.0,145.61
44.38,0.0,88.48,101.41,0.0,106.36,135.78,137.42,0.0,205.18
49.56,0.0,77.32,58.18,0.0,92.55,126.23,179.12,0.0,2.86
49.95,0.0,36.88,10.63,0.0,96.57,127.59,38.76,0.0,221.62
56.84,0.0,77.11,21.1,0.0,97.66,137.64,132.8,0.0,59.05
28.4,0.0,73.18,74.9,0.0,103.21,92.36,124.06,0.0,214.37
48.03,0.0,28.33,35.64,0.0,97.46,66.61,151.04,0.0,132.34
37.67,0.0,62.5,128.96,0.0,101.13,104.55,176.38,0.0,211.78
66.92,0.0,87.34,99.83,0.0,99.01,95.27,98.85,0.0,117.67
55.31,0.0,74.21,96.12,0.0,101.26,126.12,123.16,0.0,163.12
53.52,0.0,99.51,116.47,0.0,108.59,132.35,102.36,0.0,132.38
71.72,0.0,59.63,78.79,0.0,104.46,86.05,125.34,0.0,153.45
48.54,0.0,69.27,54.51,0.0,92.01,142.03,134.96,0.0,182.78
58.96,0.0,87.66,86.52,0.0,97.71,134.84,148.06,0.0,146.3
35.39,0.0,48.91,89.16,0.0,97.96,52.43,124.64,0.0,129.34
52.01,0.0,66.38,49.73,0.0,99.01,161.02,182.73,0.0,113.68
72.75,0.0,67.58,30.11,0.0,96.22,113.67,121.24,0.0,141.84
54.98,0.0,26.47,69.62,0.0,98.28,85.04,119.53,0.0,191.9
42.48,0.0,38.62,119.24,0.0,93.84,118.22,115.32,0.0,135.38
40.24,0.0,111.41,129.28,0.0,100.73,131.0,102.86,0.0,55.52
34.26,0.0,50.49,118.69,0.0,93.81,104.93,103.54,0.0,173.92
54.44,0.0,72.93,80.62,0.0,100.66,126.17,79.05,0.0,94.11
58.61,0.0,66.43,62.48,0.0,90.66,133.44,157.81,0.0,142.55
51.27,0.0,51.53,95.83,0.0,99.66,91.91,106.87,0.0,103.13
41.89,0.0,74.21,94.79,0.0,95.8,182.66,186.36,0.0,169.26
52.42,0.0,67.12,81.42,0.0,98.78,146.47,147.42,0.0,110.04
43.13,0.0,94.52,84.15,0.0,94.24,114.51,118.98,0.0,107.1
62.21,0.0,39.77,87.03,0.0,101.83,145.9,128.69,0.0,121.62
45.89,0.0,100.13,107.17,0.0,109.7,153.41,138.56,0.0,97.31
41.17,0.0,71.89,54.7,0.0,102.55,96.87,155.54,0.0,136.35
44.54,0.0,84.61,77.85,0.0,94.29,60.22,116.05,0.0,126.81
53.87,0.0,83.29,60.91,0.0,94.3,101.02,120.36,0.0,127.53
37.7,0.0,114.27,132.58,0.0,97.42,68.96,161.04,0.0,194.79
56.67,0.0,86.66,88.43,0.0,101.99,101.88,166.2,0.0,105.75
47.29,0.0,40.37,52.49,0.0,102.89,84.05,36.83,0.0,164.04
50.82,0.0,62.63,45.86,0.0,98.84,60.43,117.65,0.0,149.93
48.7,0.0,60.02,58.89,0.0,92.73,129.13,124.51,0.0,125.28
72.64,0.0,81.05,108.94,0.0,93.28,96.06,116.71,0.0,214.68
48.3,0.0,77.2,64.4,0.0,104.26,55.93,135.06,0.0,99.5
58.45,0.0,82.49,33.68,0.0,97.21,163.34,160.89,0.0,57.59
74.53,0.0,48.76,63.24,0.0,98.71,130.38,89.95,0.0,189.93
54.26,0.0,49.09,72.14,0.0,99.55,99.49,117.79,0.0,133.43
68.48,0.0,47.2,75.08,0.0,100.17,99.64,80.4,0.0,110.38
50.97,0.0,43.56,74.32,0.0,103.38,131.71,149.83,0.0,157.49
57.97,0.0,70.37,76.05,0.0,105.73,107.56,148.04,0.0,55.41
44.11,0.0,58.66,29.45,0.0,91.99,122.31,100.72,0.0,89.48
38.88,0.0,106.24,77.04,0.0,94.03,148.37,42.44,0.0,223.78
40.31,0.0,51.35,90.59,0.0,103.65,84.97,76.64,0.0,41.32
49.76,0.0,55.32,77.52,0.0,105.89,118.29,168.12,0.0,141.36
52.86,0.0,46.82,112.93,0.0,101.94,113.75,72.33,0.0,142.13
38.83,0.0,94.6,84.84,0.0,100.09,35.34,71.3,0.0,171.3
36.22,0.0,104.7,6.35,0.0,103.67,170.71,91.35,0.0,113.57
31.23,0.0,55.33,76.35,0.0,105.07,122.91,104.91,0.0,195.58
71.27,0.0,87.98,86.63,0.0,102.74,63.04,108.57,0.0,106.7
51.08,0.0,94.05,58.97,0.0,107.48,102.97,96.92,0.0,214.62
28.55,0.0,93.93,37.19,0.0,92.77,91.27,201.82,0.0,180.39
49.91,0.0,66.75,81.35,0.0,103.4,108.79,68.84,0.0,102.27
48.41,0.0,67.96,81.17,0.0,93.4,73.65,106.52,0.0,132.78
36.23,0.0,75.66,82.0,0.0,103.19,106.74,102.49,0.0,158.46
61.59,0.0,79.39,36.2,0.0,100.39,71.27,92.41,0.0,239.68
45.43,0.0,92.58,87.44,0.0,99.57,57.85,98.53,0.0,109.41
50.41,0.0,83.61,115.02,0.0,103.08,37.66,93.68,0.0,128.14
47.16,0.0,68.02,56.37,0.0,106.78,107.06,73.27,0.0,124.0
50.46,0.0,55.79,94.93,0.0,99.55,128.94,151.15,0.0,105.91
60.18,0.0,74.79,52.75,0.0,99.76,179.2,114.67,0.0,135.34
56.06,0.0,72.05,61.55,0.0,104.09,98.05,114.87,0.0,152.95
45.48,0.0,104.45,69.59,0.0,99.25,160.78,108.71,0.0,93.07
65.75,0.0,50.96,49.98,0.0,91.2,73.13,104.34,0.0,114.25
65.4,0.0,35.5,64.71,0.0,104.5,124.51,100.25,0.0,189.88
35.37,0.0,89.83,76.39,0.0,100.99,126.12,86.35,0.0,164.46
38.85,0.0,50.29,109.04,0.0,98.88,90.19,149.82,0.0,192.3
43.89,0.0,63.98,109.22,0.0,103.35,99.4,133.55,0.0,131.36
65.25,0.0,88.17,112.3,0.0,95.46,84.03,169.75,0.0,77.1
48.17,0.0,70.82,115.99,0.0,99.89,108.67,131.99,0.0,157.84
44.28,0.0,68.79,113.52,0.0,105.32,114.21,86.4,0.0,122.11
49.66,0.0,93.32,90.79,0.0,101.0,69.04,177.58,0.0,185.96
47.76,0.0,51.38,45.94,0.0,112.88,59.44,180.86,0.0,112.63
48.44,0.0,87.47,60.8,0.0,99.12,90.36,96.4,0.0,131.07
39.3,0.0,45.83,93.93,0.0,97.71,131.34,132.15,0.0,174.74
42.07,0.0,90.69,91.84,0.0,105.24,119.81,127.71,0.0,212.53
47.33,0.0,59.31,108.44,0.0,94.43,132.62,130.03,0.0,114.58
63.82,0.0,65.34,93.39,0.0,106.42,136.11,96.27,0.0,46.77
62.89,0.0,83.81,91.12,0.0,100.35,101.5,216.48,0.0,195.29
59.16,0.0,72.06,93.67,0.0,105.65,98.94,89.44,0.0,72.09
53.63,0.0,87.66,76.9,0.0,104.91,47.84,93.28,0.0,89.66
23.88,0.0,107.82,62.87,0.0,104.04,171.51,144.05,0.0,127.41
67.8,0.0,55.28,134.13,0.0,94.08,155.91,98.26,0.0,143.37
61.18,0.0,65.47,69.08,0.0,104.56,113.43,102.77,0.0,157.3
46.31,0.0,59.66,82.08,0.0,99.59,111.36,122.73,0.0,138.03
43.52,0.0,83.93,80.5,0.0,90.73,100.79,127.75,0.0,127.28
51.86,0.0,76.89,91.09,0.0,99.69,95.62,111.49,0.0,197.31
50.45,0.0,69.35,37.94,0.0,100.33,89.59,107.14,0.0,195.5
0.0,0.0,56.23,76.61,0.0,95.1,156.94,72.17,0.0,165.29
64.94,0.0,4.58,39.05,0.0,115.69,128.54,60.88,0.0,135.41
43.45,0.0,52.48,73.05,0.0,92.11,88.88,98.33,0.0,119.65
52.5,0.0,41.96,72.74,0.0,99.81,146.52,141.34,0.0,70.97
37.96,0.0,73.68,101.73,0.0,104.66,67.64,134.08,0.0,107.17
47.45,0.0,50.85,87.25,0.0,93.73,127.53,61.05,0.0,84.38
60.82,0.0,94.5,118.06,0.0,97.14,106.84,76.58,0.0,115.78
50.43,0.0,64.25,46.41,0.0,93.24,126.25,0.0,0.0,216.17
44.13,0.0,65.77,92.24,0.0,103.61,119.15,157.66,0.0,142.59
30.52,0.0,41.49,63.72,0.0,97.11,89.68,144.68,0.0,165.91
46.59,0.0,87.28,71.19,0.0,116.99,82.51,128.27,0.0,229.23
46.45,0.0,71.06,59.97,0.0,98.9,159.73,122.07,0.0,164.95
0.0,0.0,68.51,71.37,0.0,101.88,121.17,142.64,0.0,148.49
63.22,0.0,101.6,75.9,0.0,93.55,129.94,118.34,0.0,254.48
37.81,0.0,46.53,95.46,0.0,103.47,124.22,135.44,0.0,124.73
58.02,0.0,68.43,59.24,0.0,99.93,90.09,138.12,0.0,111.9
40.31,0.0,75.46,77.57,0.0,91.34,52.62,130.37,0.0,121.02
61.49,0.0,81.71,83.95,0.0,99.3,124.68,142.54,0.0,134.48
45.63,0.0,49.96,118.61,0.0,104.05,78.63,50.04,0.0,89.89
55.57,0.0,44.91,113.66,0.0,100.89,140.64,186.24,0.0,155.32
65.49,0.0,90.61,52.28,0.0,88.91,145.86,123.84,0.0,130.06
32.96,0.0,62.84,122.74,0.0,99.6,109.53,113.06,0.0,139.03
51.47,0.0,51.32,75.37,0.0,99.63,89.3,105.54,0.0,176.14
65.77,0.0,30.37,78.26,0.0,101.92,98.16,124.99,0.0,113.36
0.0,0.0,38.0,101.88,0.0,91.77,99.0,129.33,0.0,136.15
0.0,0.0,96.13,28.62,0.0,103.55,64.56,73.31,0.0,244.71
45.04,0.0,79.66,58.19,0.0,104.95,83.73,101.88,0.0,151.82
60.85,0.0,102.65,95.09,0.0,103.93,112.85,0.0,0.0,190.2
57.18,0.0,72.16,125.81,0.0,100.37,33.17,132.24,0.0,149.09
50.51,0.0,60.05,51.07,0.0,101.0,131.28,83.51,0.0,197.4
39.88,0.0,59.61,73.97,0.0,99.33,50.29,153.73,0.0,99.96
0.0,0.0,63.77,97.41,0.0,100.45,116.14,161.08,0.0,183.51
69.34,0.0,72.39,95.21,0.0,95.31,133.75,135.74,0.0,115.28
62.5,0.0,28.95,63.85,0.0,95.21,57.32,117.74,0.0,204.05
54.88,0.0,74.37,82.53,0.0,93.64,121.09,137.86,0.0,200.65
45.06,0.0,39.35,54.42,0.0,86.01,88.95,194.78,0.0,160.56
35.92,0.0,60.07,57.9,0.0,102.66,41.5,170.58,0.0,135.81
48.01,0.0,67.9,95.33,0.0,102.63,111.41,103.67,0.0,82.25
40.91,0.0,68.84,109.22,0.0,97.86,151.89,102.87,0.0,151.88
46.44,0.0,27.08,75.43,0.0,98.68,78.14,131.51,0.0,168.92
61.03,0.0,97.19,82.95,0.0,99.95,140.54,130.97,0.0,214.85
62.25,0.0,74.65,95.84,0.0,103.68,63.43,74.54,0.0,72.59
60.87,0.0,66.67,92.25,0.0,102.1,134.61,168.54,0.0,114.17
55.44,0.0,60.2,56.97,0.0,100.01,98.88,111.93,0.0,192.0
44.7,0.0,84.51,108.21,0.0,99.78,116.34,95.87,0.0,199.73
54.39,0.0,65.52,45.11,0.0,99.66,83.41,0.0,0.0,42.73
32.73,0.0,70.68,56.64,0.0,103.65,139.15,166.46,0.0,66.79
61.04,0.0,35.19,116.29,0.0,97.52,110.94,0.0,0.0,117.07
39.01,0.0,80.01,71.86,0.0,97.46,120.96,0.0,0.0,133.17
63.34,0.0,79.37,35.63,0.0,99.32,112.5,75.54,0.0,143.14
43.66,0.0,100.67,109.79,0.0,93.86,96.12,74.8,0.0,167.98
72.33,0.0,75.7,47.88,0.0,103.05,120.14,147.15,0.0,59.31
47.36,0.0,39.97,29.41,0.0,91.78,101.46,99.47,0.0,70.14
48.84,0.0,61.52,95.63,0.0,91.82,111.99,82.36,0.0,129.36
57.62,0.0,45.29,94.39,0.0,106.15,80.41,166.71,0.0,130.47
36.58,0.0,71.32,106.31,0.0,100.5,110.14,0.0,0.0,95.01
52.19,0.0,95.79,43.77,0.0,99.51,107.18,116.94,0.0,15.44
39.95,0.0,95.82,67.25,0.0,99.91,146.92,132.73,0.0,193.05
56.77,0.0,82.22,66.62,0.0,98.86,67.01,94.19,0.0,196.43
55.0,0.0,69.59,76.35,0.0,92.25,101.19,121.75,0.0,151.43
52.24,0.0,45.46,90.46,0.0,101.05,116.87,192.06,0.0,120.54
62.36,0.0,71.77,59.51,0.0,104.45,135.34,114.02,0.0,123.15
51.43,0.0,48.21,72.71,0.0,100.69,102.64,161.13,0.0,165.44
28.05,0.0,57.25,83.39,0.0,91.99,102.24,92.29,0.0,128.81
42.47,0.0,81.12,44.21,0.0,93.88,144.78,143.1,0.0,184.78
40.4,0.0,71.67,94.32,0.0,101.56,151.76,113.2,0.0,123.18
56.63,0.0,103.46,107.33,0.0,101.57,91.29,94.54,0.0,206.53
47.98,0.0,45.13,105.0,0.0,104.23,133.44,169.14,0.0,117.55
43.57,0.0,73.44,103.62,0.0,97.6,87.16,199.76,0.0,146.06
0.0,0.0,82.48,52.36,0.0,107.69,110.1,173.89,0.0,160.74
46.58,0.0,76.28,110.98,0.0,101.21,102.83,117.65,0.0,198.0
0.0,0.0,25.87,81.48,0.0,95.01,100.01,127.42,0.0,119.01
58.9,0.0,75.59,117.24,0.0,99.85,102.17,163.18,0.0,181.97
50.38,0.0,91.42,120.15,0.0,99.19,101.91,125.42,0.0,170.79
45.57,0.0,96.31,63.06,0.0,105.06,82.37,123.08,0.0,160.41
50.39,0.0,68.1,69.77,0.0,103.44,117.81,94.57,0.0,172.2
37.89,0.0,38.16,88.56,0.0,97.88,139.99,112.78,0.0,100.03
0.0,0.0,50.17,56.97,0.0,105.28,111.92,102.14,0.0,262.24
64.29,0.0,72.6,46.36,0.0,101.76,152.61,60.83,0.0,156.44
60.72,0.0,99.33,54.19,0.0,92.72,133.85,144.0,0.0,167.39
72.36,0.0,66.89,87.47,0.0,110.78,91.94,135.89,0.0,20.75
42.67,0.0,52.68,59.15,0.0,106.64,175.92,143.96,0.0,160.77
76.0,0.0,61.6,79.47,0.0,97.32,138.05,130.12,0.0,164.29
44.93,0.0,50.04,118.09,0.0,96.58,120.48,109.4,0.0,167.35
43.47,0.0,80.89,82.83,0.0,102.24,115.09,109.28,0.0,146.34
52.97,0.0,39.72,51.96,0.0,101.62,145.01,145.8,0.0,112.45
54.91,0.0,109.42,86.21,0.0,97.12,128.93,112.3,0.0,78.52
51.94,0.0,81.82,95.26,0.0,98.11,93.64,114.05,0.0,102.7
49.22,0.0,51.44,84.3,0.0,94.68,111.19,0.0,0.0,217.19
0.0,0.0,57.25,48.84,0.0,98.78,105.95,165.1,0.0,113.42
38.02,0.0,78.57,44.75,0.0,100.04,87.09,92.7,0.0,182.4
39.03,0.0,85.63,79.83,0.0,108.36,139.87,123.82,0.0,190.08
52.13,0.0,68.28,96.96,0.0,100.44,120.62,135.72,0.0,75.27
49.03,0.0,70.31,107.33,0.0,105.88,80.01,118.99,0.0,164.02
50.51,0.0,101.17,80.77,0.0,100.72,100.79,117.8,0.0,107.44
0.0,0.0,58.94,59.17,0.0,103.35,112.29,151.0,0.0,123.83
0.0,0.0,74.86,82.13,0.0,106.29,147.02,129.47,0.0,154.93
56.43,0.0,43.96,38.58,0.0,97.82,96.62,131.89,0.0,139.18
0.0,0.0,57.26,82.14,0.0,98.16,83.44,163.28,0.0,96.7
52.55,0.0,66.59,53.58,0.0,99.07,106.52,203.61,0.0,197.82
32.58,0.0,63.15,88.29,0.0,97.4,120.09,129.34,0.0,143.32
41.51,0.0,87.53,62.19,0.0,105.86,126.41,163.89,0.0,222.74
57.5,0.0,81.3,47.84,0.0,101.01,88.52,2.53,0.0,183.55
40.61,0.0,46.94,77.76,0.0,108.46,88.32,163.08,0.0,117.22
43.86,0.0,96.29,78.44,0.0,101.15,157.2,85.35,0.0,76.73
52.24,0.0,56.93,92.4,0.0,108.28,157.72,91.6,0.0,172.34
20.63,0.0,96.85,82.54,0.0,91.11,179.27,132.5,0.0,139.99
52.13,0.0,58.14,45.61,0.0,102.29,125.15,73.88,0.0,82.67
53.14,0.0,63.7,113.95,0.0,106.54,59.83,100.44,0.0,157.82
55.68,0.0,76.83,78.24,0.0,98.13,115.14,165.05,0.0,120.02
66.83,0.0,71.61,29.26,0.0,106.19,102.24,140.75,0.0,149.97
44.84,0.0,84.77,53.2,0.0,97.09,140.0,116.19,0.0,191.55
47.94,0.0,73.57,92.79,0.0,105.68,126.31,85.23,0.0,71.2
42.14,0.0,49.25,106.58,0.0,95.2,107.54,167.46,0.0,134.76
